id,tool_name,frequency_id
2021,Amazon_ML,Sometimes
2021,C,Rarely
2021,MATLAB,Sometimes
2021,Python,Most of the time
2021,Tensor_Flow,Most of the time
2021,Unix,Often
2023,Jupyter,Sometimes
2023,Azure,Sometimes
2023,Python,Most of the time
2023,SQL,Sometimes
2023,Tensor_Flow,Often
2023,Unix,Most of the time
2024,AWS,Most of the time
2024,Jupyter,Most of the time
2024,Python,Most of the time
2024,Spark,Often
2024,SQL,Sometimes
2024,Tableau,Sometimes
2024,Tensor_Flow,Most of the time
2026,C,Rarely
2026,Jupyter,Often
2026,Excel,Often
2026,Python,Sometimes
2026,R,Most of the time
2026,SQL,Often
2027,AWS,Sometimes
2027,C,Rarely
2027,No_SQL,Sometimes
2027,Python,Most of the time
2028,AWS,Sometimes
2028,Java,Sometimes
2028,Jupyter,Sometimes
2028,MATLAB,Sometimes
2028,Python,Often
2028,R,Rarely
2028,Tableau,Rarely
2028,Tensor_Flow,Sometimes
2028,Unix,Most of the time
2029,Hadoop,Most of the time
2029,Mathematica,Often
2029,No_SQL,Most of the time
2029,Python,Most of the time
2029,SQL,Most of the time
2029,Unix,Most of the time
2030,Python,Most of the time
2030,R,Rarely
2030,Tensor_Flow,Rarely
2031,Jupyter,Sometimes
2031,Azure,Sometimes
2031,Excel,Sometimes
2031,Microsoft_RServer,Most of the time
2031,Microsoft_SQL,Sometimes
2031,Python,Most of the time
2031,R,Most of the time
2031,SASBase,Most of the time
2031,SASEnterprise,Most of the time
2031,SQL,Most of the time
2031,Tensor_Flow,Sometimes
2031,Unix,Most of the time
2033,AWS,Often
2033,GCP,Often
2033,Jupyter,Sometimes
2033,Azure,Rarely
2033,No_SQL,Most of the time
2033,Python,Most of the time
2033,Tensor_Flow,Most of the time
2033,Unix,Rarely
2034,AWS,Most of the time
2034,Jupyter,Often
2034,Python,Most of the time
2034,Spark,Most of the time
2034,SQL,Most of the time
2037,MATLAB,Most of the time
2038,Java,Often
2038,Jupyter,Often
2038,Azure,Often
2038,R,Most of the time
2039,Jupyter,Most of the time
2039,Python,Most of the time
2039,R,Sometimes
2039,Tableau,Rarely
2041,Java,Sometimes
2041,Jupyter,Most of the time
2041,MATLAB,Rarely
2041,No_SQL,Rarely
2041,Python,Most of the time
2041,R,Sometimes
2041,Spark,Rarely
2041,SQL,Sometimes
2041,Tableau,Rarely
2041,Tensor_Flow,Often
2044,C,Often
2044,Python,Most of the time
2045,Flume,Rarely
2045,Hadoop,Most of the time
2045,R,Sometimes
2045,Spark,Most of the time
2046,C,Most of the time
2046,MATLAB,Sometimes
2046,Perl,Often
2046,Python,Often
2046,R,Often
2047,Perl,Sometimes
2047,R,Most of the time
2047,SASBase,Most of the time
2047,SQL,Most of the time
2048,Hadoop,Sometimes
2048,Python,Most of the time
2048,Spark,Sometimes
2048,SQL,Often
2048,Tableau,Often
2049,C,Most of the time
2049,Java,Often
2049,Mathematica,Rarely
2049,Python,Often
2049,Select1,Sometimes
2050,IBMSPSSStatistics,Rarely
2050,Excel,Sometimes
2050,R,Most of the time
2050,Select1,Often
2051,AWS,Most of the time
2051,Jupyter,Most of the time
2051,Python,Most of the time
2051,Unix,Most of the time
2051,Select1,Most of the time
2052,R,Sometimes
2052,SQL,Sometimes
2052,Tableau,Often
2053,GCP,Rarely
2054,AWS,Sometimes
2054,R,Most of the time
2054,SQL,Most of the time
2054,Tableau,Often
2054,Select1,Most of the time
2054,Select2,Most of the time
2055,Java,Sometimes
2055,Jupyter,Most of the time
2055,KNIMEFree,Sometimes
2055,MATLAB,Sometimes
2055,Python,Most of the time
2055,R,Sometimes
2055,Rapid_Miner_Free,Sometimes
2055,Spark,Rarely
2055,Tensor_Flow,Most of the time
2055,Unix,Rarely
2056,AWS,Sometimes
2056,C,Rarely
2056,Java,Rarely
2056,Jupyter,Often
2056,MATLAB,Sometimes
2056,Perl,Rarely
2056,Python,Often
2056,R,Rarely
2056,Tensor_Flow,Rarely
2056,Unix,Rarely
2057,IBMSPSSStatistics,Most of the time
2057,Excel,Often
2057,R,Often
2057,Tableau,Sometimes
2059,AWS,Rarely
2059,C,Often
2059,Java,Sometimes
2059,Jupyter,Sometimes
2059,Mathematica,Rarely
2059,Perl,Sometimes
2059,Python,Often
2059,Spark,Rarely
2060,AWS,Often
2060,No_SQL,Often
2060,Python,Most of the time
2060,R,Sometimes
2060,Spark,Sometimes
2060,Tensor_Flow,Rarely
2060,Unix,Sometimes
2061,MATLAB,Most of the time
2061,Excel,Most of the time
2062,Mathematica,Rarely
2062,MATLAB,Rarely
2062,Excel,Most of the time
2062,R,Often
2062,SASEnterprise,Most of the time
2062,SQL,Most of the time
2063,C,Often
2063,Java,Often
2063,Perl,Sometimes
2063,Python,Sometimes
2063,R,Most of the time
2064,Excel,Sometimes
2064,Microsoft_SQL,Often
2064,Perl,Rarely
2064,R,Most of the time
2064,Rapid_Miner_Free,Sometimes
2064,SQL,Most of the time
2068,Amazon_ML,Sometimes
2068,AWS,Most of the time
2068,Hadoop,Often
2068,IBMWatson,Often
2068,Java,Often
2068,Jupyter,Sometimes
2068,MATLAB,Rarely
2068,No_SQL,Often
2068,Python,Most of the time
2068,Qlik,Rarely
2068,Spark,Sometimes
2068,SQL,Most of the time
2068,Tableau,Often
2068,Tensor_Flow,Most of the time
2068,Unix,Most of the time
2069,R,Rarely
2069,SQL,Most of the time
2069,Tableau,Often
2070,Jupyter,Most of the time
2070,No_SQL,Sometimes
2070,Python,Most of the time
2070,R,Sometimes
2070,SQL,Sometimes
2070,Tensor_Flow,Often
2071,IBMCognos,Rarely
2071,IBMSPSSModeler,Sometimes
2071,IBMWatson,Often
2071,Jupyter,Often
2071,No_SQL,Often
2071,R,Often
2072,No_SQL,Most of the time
2072,Python,Most of the time
2073,AWS,Often
2073,Jupyter,Sometimes
2073,Excel,Sometimes
2073,Python,Sometimes
2073,R,Sometimes
2073,SASBase,Most of the time
2073,SASEnterprise,Sometimes
2073,SQL,Most of the time
2073,Tableau,Sometimes
2074,Cloudera,Most of the time
2074,Flume,Sometimes
2074,Hadoop,Most of the time
2074,Impala,Most of the time
2074,Jupyter,Often
2074,No_SQL,Most of the time
2074,Python,Often
2074,Spark,Often
2074,SQL,Most of the time
2075,C,Often
2075,IBMSPSSModeler,Most of the time
2075,IBMSPSSStatistics,Often
2075,KNIMEFree,Rarely
2075,Minitab,Rarely
2075,Orange,Rarely
2075,Python,Sometimes
2075,R,Sometimes
2075,SQL,Most of the time
2075,Tableau,Often
2076,C,Sometimes
2076,Python,Most of the time
2076,R,Sometimes
2078,C,Rarely
2078,MATLAB,Often
2078,Python,Sometimes
2078,R,Often
2079,Cloudera,Often
2079,Flume,Sometimes
2079,Hadoop,Often
2079,Impala,Often
2079,Java,Most of the time
2079,Jupyter,Sometimes
2079,Azure,Rarely
2079,Excel,Rarely
2079,Microsoft_RServer,Rarely
2079,No_SQL,Most of the time
2079,Python,Most of the time
2079,Spark,Most of the time
2079,SQL,Most of the time
2079,Tableau,Most of the time
2079,Tensor_Flow,Most of the time
2080,Amazon_ML,Rarely
2080,Jupyter,Sometimes
2080,Python,Most of the time
2080,Spark,Sometimes
2080,SQL,Often
2080,Tableau,Rarely
2080,Unix,Sometimes
2082,C,Most of the time
2082,GCP,Often
2082,MATLAB,Rarely
2082,No_SQL,Often
2082,Python,Most of the time
2082,Unix,Often
2083,C,Sometimes
2083,MATLAB,Most of the time
2083,Python,Sometimes
2083,Tensor_Flow,Sometimes
2085,AWS,Sometimes
2085,Hadoop,Sometimes
2085,Impala,Rarely
2085,Jupyter,Most of the time
2085,No_SQL,Sometimes
2085,Python,Most of the time
2085,Spark,Sometimes
2085,Tensor_Flow,Sometimes
2086,Python,Sometimes
2086,R,Most of the time
2086,SQL,Often
2087,C,Sometimes
2087,Java,Often
2087,Jupyter,Often
2087,MATLAB,Rarely
2087,Python,Most of the time
2087,SQL,Rarely
2087,Tensor_Flow,Most of the time
2087,Unix,Sometimes
2088,IBMSPSSModeler,Rarely
2088,IBMSPSSStatistics,Rarely
2088,Jupyter,Sometimes
2088,MATLAB,Rarely
2088,Microsoft_RServer,Often
2088,Python,Sometimes
2088,R,Most of the time
2088,SASBase,Rarely
2088,SASJMP,Most of the time
2088,Tableau,Sometimes
2090,C,Sometimes
2090,IBMWatson,Often
2090,Julia,Often
2090,Jupyter,Often
2090,MATLAB,Rarely
2090,Python,Often
2090,R,Most of the time
2090,Spark,Often
2090,SQL,Often
2090,Tensor_Flow,Rarely
2090,Unix,Most of the time
2091,Jupyter,Sometimes
2091,MATLAB,Rarely
2091,Python,Most of the time
2091,Qlik,Often
2091,R,Often
2091,SQL,Sometimes
2091,Tensor_Flow,Sometimes
2092,Cloudera,Often
2092,Hadoop,Often
2092,Impala,Often
2092,KNIMECommercial,Sometimes
2092,KNIMEFree,Sometimes
2092,No_SQL,Sometimes
2092,Python,Often
2092,R,Often
2092,SASBase,Often
2092,Spark,Often
2093,C,Often
2093,Java,Sometimes
2093,MATLAB,Rarely
2093,Oracle,Often
2093,SQL,Most of the time
2093,Tensor_Flow,Sometimes
2095,C,Most of the time
2095,MATLAB,Most of the time
2095,Perl,Most of the time
2095,Python,Sometimes
2095,Unix,Most of the time
2097,Jupyter,Most of the time
2097,Python,Most of the time
2098,C,Sometimes
2098,Java,Sometimes
2098,Julia,Rarely
2098,MATLAB,Most of the time
2098,Excel,Often
2098,Python,Most of the time
2099,C,Most of the time
2099,Java,Sometimes
2099,Mathematica,Sometimes
2099,MATLAB,Sometimes
2099,Excel,Often
2099,R,Sometimes
2099,Unix,Often
2100,Java,Rarely
2100,Python,Sometimes
2100,R,Most of the time
2100,SQL,Sometimes
2101,SQL,Most of the time
2102,Python,Most of the time
2102,R,Often
2103,C,Most of the time
2103,Python,Often
2103,SASJMP,Often
2103,SQL,Often
2108,Amazon_ML,Sometimes
2108,AWS,Often
2108,MATLAB,Often
2108,Azure,Often
2108,Python,Often
2108,R,Often
2108,SQL,Often
2108,Tensor_Flow,Often
2108,Unix,Often
2109,IBMSPSSStatistics,Most of the time
2109,Minitab,Sometimes
2109,Python,Rarely
2109,R,Most of the time
2110,C,Sometimes
2110,Java,Sometimes
2110,Perl,Often
2110,Python,Often
2110,R,Most of the time
2110,Unix,Often
2112,C,Most of the time
2112,R,Most of the time
2112,SQL,Sometimes
2113,AWS,Often
2113,Jupyter,Most of the time
2113,Python,Most of the time
2113,Tensor_Flow,Often
2113,Unix,Often
2114,C,Sometimes
2114,Java,Sometimes
2114,Perl,Sometimes
2114,Python,Rarely
2114,R,Most of the time
2114,SASJMP,Sometimes
2114,SQL,Most of the time
2115,MATLAB,Sometimes
2115,Python,Sometimes
2115,R,Sometimes
2115,SASJMP,Most of the time
2116,Jupyter,Most of the time
2116,Python,Most of the time
2116,R,Most of the time
2116,Rapid_Miner_Free,Rarely
2116,SQL,Most of the time
2116,Tableau,Most of the time
2117,Jupyter,Often
2117,MATLAB,Often
2117,Python,Often
2118,R,Often
2118,SQL,Most of the time
2120,Mathematica,Most of the time
2120,Qlik,Sometimes
2120,R,Often
2120,SQL,Most of the time
2122,Amazon_ML,Rarely
2122,C,Sometimes
2122,MATLAB,Sometimes
2122,Excel,Sometimes
2122,No_SQL,Sometimes
2122,Python,Often
2122,R,Often
2123,AWS,Sometimes
2123,Jupyter,Most of the time
2123,Python,Most of the time
2123,R,Sometimes
2123,SQL,Most of the time
2123,Tableau,Often
2125,Python,Sometimes
2125,R,Most of the time
2126,C,Most of the time
2126,Python,Rarely
2126,R,Rarely
2126,SQL,Often
2127,Hadoop,Rarely
2127,Azure,Sometimes
2127,Excel,Often
2127,Microsoft_RServer,Sometimes
2127,Microsoft_SQL,Most of the time
2127,No_SQL,Sometimes
2127,Python,Sometimes
2127,R,Often
2127,SQL,Most of the time
2127,Tableau,Often
2128,R,Most of the time
2128,SASBase,Sometimes
2128,SQL,Often
2128,Tableau,Sometimes
2128,TIBCO,Rarely
2130,AWS,Most of the time
2130,Hadoop,Sometimes
2130,Jupyter,Often
2130,No_SQL,Often
2130,Python,Often
2130,R,Sometimes
2130,Spark,Often
2130,SQL,Most of the time
2130,Tensor_Flow,Rarely
2130,Unix,Most of the time
2131,R,Sometimes
2131,SASJMP,Sometimes
2131,Unix,Often
2131,Select1,Most of the time
2132,Excel,Most of the time
2132,Minitab,Sometimes
2132,Python,Sometimes
2132,SQL,Most of the time
2133,Python,Most of the time
2133,R,Most of the time
2133,Rapid_Miner_Free,Most of the time
2133,Spark,Sometimes
2133,SQL,Most of the time
2133,Tableau,Often
2134,Amazon_ML,Rarely
2134,AWS,Often
2134,GCP,Most of the time
2134,Jupyter,Most of the time
2134,Mathematica,Sometimes
2134,Excel,Sometimes
2134,Python,Most of the time
2134,R,Most of the time
2134,Tensor_Flow,Often
2136,AWS,Often
2136,Julia,Rarely
2136,Jupyter,Most of the time
2136,MATLAB,Rarely
2136,Azure,Rarely
2136,Python,Most of the time
2136,R,Sometimes
2136,SQL,Sometimes
2136,Tensor_Flow,Rarely
2136,Unix,Sometimes
2138,GCP,Most of the time
2138,Jupyter,Sometimes
2138,No_SQL,Sometimes
2138,Python,Most of the time
2138,SQL,Most of the time
2138,Tensor_Flow,Sometimes
2138,Unix,Most of the time
2139,Amazon_ML,Rarely
2139,IBMCognos,Rarely
2139,Excel,Most of the time
2139,Rapid_Miner_Free,Sometimes
2139,Tableau,Sometimes
2139,TIBCO,Sometimes
2140,Angoss,Sometimes
2140,Julia,Often
2140,KNIMECommercial,Most of the time
2140,Microsoft_RServer,Often
2140,Qlik,Most of the time
2140,Stan,Often
2140,TIBCO,Often
2142,KNIMEFree,Often
2142,R,Most of the time
2142,Rapid_Miner_Free,Often
2142,SQL,Most of the time
2143,C,Often
2143,Jupyter,Most of the time
2143,Python,Most of the time
2143,Unix,Often
2144,Python,Most of the time
2144,R,Most of the time
2144,Tableau,Sometimes
2145,AWS,Rarely
2145,C,Rarely
2145,Hadoop,Most of the time
2145,Java,Most of the time
2145,MATLAB,Sometimes
2145,Microsoft_SQL,Rarely
2145,Python,Most of the time
2145,Spark,Most of the time
2145,Unix,Most of the time
2145,Select1,Most of the time
2146,R,Most of the time
2146,SASEnterprise,Most of the time
2146,Tableau,Most of the time
2147,IBMSPSSStatistics,Often
2147,Python,Sometimes
2147,R,Sometimes
2147,SASBase,Most of the time
2148,Hadoop,Sometimes
2148,IBMSPSSStatistics,Sometimes
2148,MATLAB,Often
2148,Python,Most of the time
2148,R,Sometimes
2148,SQL,Often
2148,Tensor_Flow,Often
2150,C,Most of the time
2150,Java,Most of the time
2150,Jupyter,Sometimes
2150,MATLAB,Most of the time
2150,Perl,Often
2150,Python,Often
2150,R,Often
2150,Unix,Sometimes
2151,AWS,Rarely
2151,C,Often
2151,Jupyter,Rarely
2151,MATLAB,Often
2151,Tensor_Flow,Often
2151,Unix,Rarely
2152,Python,Rarely
2152,R,Often
2152,SASBase,Often
2152,SASEnterprise,Often
2152,SQL,Most of the time
2153,Jupyter,Sometimes
2153,Python,Most of the time
2153,SQL,Sometimes
2154,Python,Sometimes
2154,R,Sometimes
2155,Jupyter,Sometimes
2155,Python,Sometimes
2155,R,Most of the time
2155,Stan,Most of the time
2156,AWS,Most of the time
2156,Java,Rarely
2156,MATLAB,Rarely
2156,Python,Sometimes
2156,R,Most of the time
2156,SQL,Most of the time
2156,Tableau,Most of the time
2156,Tensor_Flow,Rarely
2156,Select1,Most of the time
2156,Select2,Rarely
2157,C,Sometimes
2157,Hadoop,Often
2157,Jupyter,Sometimes
2157,Python,Often
2157,Tensor_Flow,Often
2157,Unix,Often
2159,Amazon_ML,Sometimes
2159,AWS,Sometimes
2159,Hadoop,Often
2159,Jupyter,Often
2159,KNIMEFree,Often
2159,Azure,Often
2159,Excel,Often
2159,Microsoft_RServer,Often
2159,Microsoft_SQL,Most of the time
2159,R,Most of the time
2159,Spark,Sometimes
2159,SQL,Most of the time
2159,Tableau,Most of the time
2159,Tensor_Flow,Sometimes
2159,Select2,Most of the time
2160,Hadoop,Often
2160,KNIMECommercial,Sometimes
2160,Microsoft_RServer,Rarely
2160,Qlik,Often
2160,Tensor_Flow,Sometimes
2160,TIBCO,Often
2162,R,Often
2164,Hadoop,Sometimes
2164,No_SQL,Sometimes
2164,Python,Most of the time
2164,R,Often
2164,Tableau,Sometimes
2165,C,Often
2165,Python,Often
2165,SQL,Sometimes
2166,Cloudera,Sometimes
2166,Python,Rarely
2166,R,Rarely
2166,SQL,Most of the time
2166,Unix,Most of the time
2167,AWS,Rarely
2167,C,Rarely
2167,Flume,Rarely
2167,GCP,Rarely
2167,Hadoop,Sometimes
2167,Java,Sometimes
2167,MATLAB,Rarely
2167,Excel,Sometimes
2167,No_SQL,Sometimes
2167,Perl,Rarely
2167,Python,Sometimes
2167,R,Most of the time
2167,SQL,Often
2167,Unix,Most of the time
2167,Select1,Most of the time
2169,Java,Most of the time
2169,MATLAB,Most of the time
2169,Python,Most of the time
2169,R,Sometimes
2169,Tensor_Flow,Most of the time
2170,Java,Often
2170,Julia,Rarely
2170,Mathematica,Most of the time
2170,Excel,Most of the time
2170,Python,Often
2170,SQL,Often
2170,Tableau,Rarely
2171,AWS,Sometimes
2171,Flume,Sometimes
2171,Java,Sometimes
2171,Jupyter,Often
2171,No_SQL,Often
2171,Python,Most of the time
2171,R,Often
2171,Spark,Often
2171,SQL,Most of the time
2171,Stan,Often
2171,Tensor_Flow,Sometimes
2171,Unix,Most of the time
2172,Jupyter,Most of the time
2172,Python,Most of the time
2173,C,Sometimes
2173,Jupyter,Often
2173,Mathematica,Sometimes
2173,MATLAB,Most of the time
2173,Excel,Most of the time
2173,Python,Most of the time
2173,SQL,Often
2173,Tensor_Flow,Sometimes
2174,Amazon_ML,Sometimes
2174,GCP,Often
2174,MATLAB,Often
2174,Excel,Most of the time
2174,No_SQL,Most of the time
2174,Python,Most of the time
2174,R,Most of the time
2174,Spark,Most of the time
2174,SQL,Most of the time
2175,MATLAB,Often
2175,R,Often
2175,Spark,Sometimes
2175,SQL,Often
2177,Amazon_ML,Sometimes
2177,AWS,Often
2177,C,Often
2177,GCP,Sometimes
2177,Hadoop,Sometimes
2177,Jupyter,Sometimes
2177,Python,Most of the time
2177,SQL,Sometimes
2177,Tensor_Flow,Most of the time
2177,Unix,Often
2178,C,Sometimes
2178,MATLAB,Most of the time
2178,Python,Sometimes
2180,Excel,Sometimes
2180,Python,Most of the time
2180,Tensor_Flow,Most of the time
2180,Unix,Often
2181,Java,Sometimes
2181,Jupyter,Often
2181,Excel,Sometimes
2181,Python,Most of the time
2181,R,Most of the time
2181,SQL,Sometimes
2181,Tensor_Flow,Sometimes
2182,C,Sometimes
2182,IBMSPSSStatistics,Often
2182,IBMWatson,Sometimes
2182,Java,Sometimes
2182,MATLAB,Sometimes
2182,Excel,Often
2182,Python,Sometimes
2182,R,Sometimes
2182,SQL,Sometimes
2183,C,Rarely
2183,Java,Rarely
2183,MATLAB,Sometimes
2183,Perl,Rarely
2183,R,Most of the time
2183,SQL,Sometimes
2183,Tableau,Often
2183,Unix,Often
2184,R,Most of the time
2184,Rapid_Miner_Free,Most of the time
2184,Statistica,Most of the time
2185,Python,Often
2186,Python,Most of the time
2187,Jupyter,Sometimes
2187,MATLAB,Often
2187,Python,Often
2187,R,Rarely
2187,Tensor_Flow,Sometimes
2187,Unix,Most of the time
2189,IBMCognos,Most of the time
2189,KNIMEFree,Rarely
2189,Microsoft_SQL,Sometimes
2189,No_SQL,Rarely
2189,Python,Rarely
2189,R,Often
2189,Tensor_Flow,Rarely
2191,KNIMEFree,Often
2191,Python,Often
2191,R,Sometimes
2192,AWS,Rarely
2192,R,Often
2192,Tableau,Most of the time
2193,Python,Most of the time
2193,Unix,Sometimes
2193,Select1,Rarely
2194,AWS,Rarely
2194,GCP,Rarely
2194,Java,Rarely
2194,Jupyter,Sometimes
2194,Mathematica,Rarely
2194,MATLAB,Sometimes
2194,Excel,Sometimes
2194,Perl,Rarely
2194,Python,Most of the time
2194,R,Rarely
2194,Rapid_Miner_Free,Rarely
2194,Spark,Often
2196,AWS,Sometimes
2196,C,Often
2196,GCP,Sometimes
2196,Mathematica,Most of the time
2196,MATLAB,Most of the time
2196,Python,Sometimes
2196,Select1,Often
2197,Java,Rarely
2197,Azure,Sometimes
2197,Excel,Sometimes
2197,Microsoft_SQL,Sometimes
2197,Perl,Often
2197,R,Most of the time
2197,SQL,Most of the time
2197,Tableau,Most of the time
2197,Unix,Often
2198,C,Most of the time
2198,Cloudera,Sometimes
2198,IBMWatson,Sometimes
2198,Python,Most of the time
2198,Tensor_Flow,Most of the time
2200,C,Sometimes
2200,Python,Most of the time
2200,Tensor_Flow,Often
2201,GCP,Sometimes
2201,Jupyter,Most of the time
2201,No_SQL,Most of the time
2201,Python,Most of the time
2201,SQL,Sometimes
2202,Perl,Rarely
2202,Python,Rarely
2202,R,Often
2202,SQL,Most of the time
2202,Tableau,Most of the time
2202,Select1,Most of the time
2203,Java,Sometimes
2203,Julia,Most of the time
2203,Jupyter,Most of the time
2203,No_SQL,Sometimes
2203,R,Often
2203,SQL,Sometimes
2203,Unix,Most of the time
2204,Amazon_ML,Sometimes
2204,Cloudera,Sometimes
2204,GCP,Sometimes
2204,IBMSPSSStatistics,Sometimes
2204,No_SQL,Sometimes
2204,R,Most of the time
2204,SQL,Often
2204,Unix,Most of the time
2205,AWS,Sometimes
2205,Cloudera,Sometimes
2205,Hadoop,Most of the time
2205,Impala,Sometimes
2205,Jupyter,Most of the time
2205,Python,Most of the time
2205,R,Sometimes
2205,Spark,Often
2205,SQL,Most of the time
2205,Tableau,Often
2205,Tensor_Flow,Often
2205,Unix,Often
2206,IBMWatson,Most of the time
2206,Rapid_Miner_Commercial,Often
2208,R,Often
2209,Python,Sometimes
2209,R,Most of the time
2211,C,Often
2213,C,Sometimes
2213,IBMWatson,Sometimes
2213,Azure,Often
2213,Tableau,Often
2214,No_SQL,Rarely
2214,Oracle,Sometimes
2215,Jupyter,Sometimes
2215,MATLAB,Often
2215,Python,Most of the time
2215,Spark,Sometimes
2215,Tensor_Flow,Most of the time
2216,Excel,Most of the time
2216,Oracle,Most of the time
2216,Python,Sometimes
2216,Qlik,Sometimes
2216,R,Often
2216,SASBase,Often
2216,SQL,Often
2216,Tableau,Often
2216,TIBCO,Sometimes
2218,AWS,Most of the time
2218,Hadoop,Most of the time
2218,IBMSPSSStatistics,Sometimes
2218,Java,Often
2218,Jupyter,Often
2218,MATLAB,Rarely
2218,Excel,Sometimes
2218,Microsoft_RServer,Most of the time
2218,Minitab,Rarely
2218,No_SQL,Most of the time
2218,Python,Most of the time
2218,R,Most of the time
2218,Spark,Most of the time
2218,SQL,Most of the time
2218,Tableau,Most of the time
2218,Tensor_Flow,Often
2218,Unix,Sometimes
2219,IBMSPSSStatistics,Sometimes
2219,R,Most of the time
2219,Statistica,Sometimes
2220,Mathematica,Sometimes
2220,MATLAB,Most of the time
2220,Excel,Sometimes
2220,R,Most of the time
2221,Hadoop,Most of the time
2221,Jupyter,Most of the time
2221,Perl,Sometimes
2221,Python,Most of the time
2221,R,Most of the time
2221,Spark,Often
2221,Tensor_Flow,Sometimes
2221,Unix,Sometimes
2222,C,Rarely
2222,Java,Sometimes
2222,Jupyter,Often
2222,Perl,Sometimes
2222,Python,Most of the time
2222,R,Most of the time
2222,Unix,Most of the time
2223,IBMSPSSStatistics,Often
2223,Excel,Often
2223,R,Sometimes
2224,Jupyter,Often
2224,Orange,Sometimes
2224,Python,Often
2224,R,Often
2224,Rapid_Miner_Free,Sometimes
2224,Tensor_Flow,Often
2225,AWS,Most of the time
2225,C,Sometimes
2225,IBMWatson,Often
2225,Jupyter,Often
2225,No_SQL,Often
2225,Python,Most of the time
2225,R,Often
2226,Jupyter,Often
2226,MATLAB,Sometimes
2226,Python,Most of the time
2226,Tensor_Flow,Often
2228,C,Rarely
2228,Cloudera,Sometimes
2228,Hadoop,Often
2228,Jupyter,Most of the time
2228,No_SQL,Rarely
2228,Python,Most of the time
2228,Spark,Often
2228,SQL,Sometimes
2228,Tensor_Flow,Most of the time
2228,Unix,Most of the time
2229,AWS,Sometimes
2229,Jupyter,Most of the time
2229,Python,Most of the time
2229,Tensor_Flow,Most of the time
2230,Jupyter,Sometimes
2230,Python,Most of the time
2230,SQL,Most of the time
2230,Unix,Sometimes
2231,Azure,Often
2231,Excel,Most of the time
2231,Python,Sometimes
2231,R,Often
2231,SQL,Often
2232,Excel,Most of the time
2232,R,Often
2232,SQL,Most of the time
2232,Tableau,Most of the time
2233,IBMSPSSStatistics,Most of the time
2234,C,Most of the time
2234,Python,Most of the time
2235,Amazon_ML,Sometimes
2235,GCP,Sometimes
2235,KNIMECommercial,Often
2235,Azure,Sometimes
2235,Excel,Often
2235,No_SQL,Sometimes
2235,Perl,Often
2235,Python,Sometimes
2235,R,Often
2235,Rapid_Miner_Commercial,Often
2235,Spark,Sometimes
2235,SQL,Often
2235,Tableau,Often
2235,Tensor_Flow,Sometimes
2236,IBMCognos,Most of the time
2236,Azure,Sometimes
2236,Python,Sometimes
2236,R,Sometimes
2237,Amazon_ML,Sometimes
2237,AWS,Often
2237,C,Rarely
2237,Flume,Sometimes
2237,Hadoop,Sometimes
2237,Impala,Sometimes
2237,Julia,Sometimes
2237,Jupyter,Most of the time
2237,KNIMEFree,Sometimes
2237,Azure,Often
2237,Excel,Sometimes
2237,Minitab,Sometimes
2237,No_SQL,Sometimes
2237,Perl,Rarely
2237,Python,Most of the time
2237,R,Most of the time
2237,Rapid_Miner_Free,Sometimes
2237,SASJMP,Sometimes
2237,Spark,Often
2237,SQL,Often
2237,Tableau,Often
2237,Tensor_Flow,Often
2237,Select1,Sometimes
2237,Select2,Sometimes
2238,MATLAB,Most of the time
2239,C,Often
2239,Mathematica,Rarely
2239,MATLAB,Most of the time
2239,Python,Sometimes
2240,C,Sometimes
2240,Mathematica,Sometimes
2240,MATLAB,Sometimes
2240,No_SQL,Rarely
2240,Python,Often
2240,R,Most of the time
2240,Rapid_Miner_Free,Often
2240,SQL,Often
2240,Statistica,Often
2240,Select1,Most of the time
2241,Python,Most of the time
2241,R,Most of the time
2241,Tableau,Sometimes
2243,Amazon_ML,Rarely
2243,AWS,Rarely
2243,C,Sometimes
2243,Java,Rarely
2243,Jupyter,Most of the time
2243,KNIMEFree,Sometimes
2243,MATLAB,Often
2243,Orange,Rarely
2243,Perl,Sometimes
2243,Python,Most of the time
2243,R,Often
2243,Rapid_Miner_Commercial,Rarely
2243,Rapid_Miner_Free,Rarely
2243,Tensor_Flow,Often
2243,Unix,Often
2244,C,Rarely
2244,Java,Sometimes
2244,Jupyter,Sometimes
2244,Perl,Often
2244,Python,Often
2244,R,Often
2244,Tensor_Flow,Rarely
2244,Unix,Often
2245,IBMSPSSStatistics,Rarely
2245,R,Rarely
2245,SASBase,Most of the time
2245,SASEnterprise,Often
2246,R,Most of the time
2248,Jupyter,Most of the time
2248,Python,Most of the time
2248,R,Sometimes
2248,SQL,Most of the time
2248,Select1,Most of the time
2248,Select2,Sometimes
2249,Hadoop,Sometimes
2249,Java,Often
2249,Python,Often
2250,Amazon_ML,Rarely
2250,IBMWatson,Rarely
2250,Jupyter,Sometimes
2250,Python,Sometimes
2250,R,Often
2250,SASBase,Most of the time
2250,SASEnterprise,Most of the time
2250,SASJMP,Most of the time
2250,SQL,Often
2250,Stan,Sometimes
2250,Tensor_Flow,Sometimes
2251,Amazon_ML,Often
2254,C,Most of the time
2254,Java,Most of the time
2254,MATLAB,Often
2254,Python,Most of the time
2254,R,Most of the time
2254,SQL,Most of the time
2255,GCP,Sometimes
2255,R,Often
2255,SQL,Sometimes
2255,Select1,Most of the time
2256,Azure,Most of the time
2256,Excel,Most of the time
